fid,qc_id,corrltv,prd_fsc,ciclo,entidad,redi,estado,municip,parroqu,categor,subctgr,mnt_pry,fech_nc,cotizcn,mnt_pr_,nmbr_pr,dscrpc_,estts_p,huso_nc,hus_fnl,crd_nr_,crd_st_,tipo_br,cntdd__,undd_br,mtrls_c,mtrl_tp,mtrl_cn,clsfccn,motivo,longitd,latitud,nrmlzd_,ctgrs_m,icon_url
"475","471",PI-2022-C-4-E-352-00036857,2022,C4,GOBERNACIÓN DE MIRANDA,Central,Miranda,Páez,Tacarigua De La Laguna,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),115053.602708804,2022/04/21,4.43,115053.602708804,"REHABILITACIÓN DE LA VIALIDAD PRINCIPAL EN LA COMUNIDAD TACARIGUA, PERTENECIENTE AL MUNICIPIO PÁEZ DEL ESTADO MIRANDA","EL PROYECTO CONSISTE EN LA ADQUISICIÓN Y EL TRANSPORTE DE MEZCLA ASFÁLTICA PARA SER COLOCADA EN LA VÍA PRINCIPAL DE LA POBLACIÓN DE TACARIGUA, UBICADA EN EL MUNICIPIO PÁEZ DEL ESTADO MIRANDA, FACILITANDO ASÍ LA MOVILIDAD DE LAS PERSONAS QUE TRANSIT",Culminado,"20","20","1142651","181567",Rehabilitación o Mejora,3530,Metros,Si,Mezcla Asfáltica,"2000",heterogeneo_asf,Elementos no asfalticos,-65.8798142226315,10.3041085365317,0.745967779975644,"2",./1.png
"476","472",PI-2022-C-4-E-353-00036889,2022,C4,GOBERNACIÓN DE MONAGAS,Oriental,Monagas,Ezequiel Zamora,Capital Ezequiel Zamora,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",231569.27765237,2022/04/21,4.43,231569.27765237,"REHABILITACIÒN INTEGRAS  DE LA VIALIDAD EN LA TRONCAL 13, DESDE EL  SECTOR LA ORCHILA  A PUNTA DE MATA, MUNICIPIO EZEQUIEL ZAMORA, ESTADO MONAGAS","COMPRENDE LA REHABILITACIÒN DE INTEGRAL DE LA VIA MEDIANE EL MEJORAMIENTO DE TRAMOS AFECTADOS CON LA ESCARIFICACIÒN Y COLOCACIÒN DE MEZCLA ASFALTICA, SI MISMO SE PROYECTA  LA ESTABILIZACIÒN DE UN TRAMO MEDIANE LA CORRECIÒN DE FALLA DE BORDE Y REPOSI",Culminado,"20","20","1066073","417586",Rehabilitación o Mejora,400,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-63.5896714759231,9.66251309512291,2.45115450150791,"3",./2.png
"477","473",PI-2022-C-4-E-354-00036779,2022,C4,GOBERNACIÓN DE NUEVA ESPARTA,Oriental,Nueva Esparta,Mariño,Capital Mariño,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),67175.2776523702,2022/04/21,4.43,67175.2776523702,"Rehabilitación de la Avenida Juan Bautista Arismendi. Tramo desde Macho Muerto, hasta puente los Olivos. Municipio Mariño . Estado Bolivariano de Nueva Esparta","
Se propone la rehabilitación de aproximadamente 400 metros lineales de vialidad, para garantizar el desplazamiento de los vehículos de manera segura reduciendo la posibilidad de accidentes viales.",Culminado,"20","20","1210536","404104",Rehabilitación o Mejora,400,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-63.885133792617,10.947749806702,0.045276785609622,"2",./0.png
"478","474",PI-2022-C-4-E-99-00037067,2022,C4,ALCALDÍA DE EZEQUIEL ZAMORA (EDO. MONAGAS),Oriental,Monagas,Ezequiel Zamora,Capital Ezequiel Zamora,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",59333.0866666667,2022/05/02,4.5,59333.0866666667,"BACHEO Y REPAVIMENTACION DE VIA LOCAL 5, SECTOR NOR-OESTE DE PUNTA DE MATA, MUNICIPIO EZEQUIEL ZAMORA, ESTADO MONAGAS.","El proyecto contempla restauración de un tramo de 750 m de la vía Local 5 ubicada al Nor-Oeste de la ciudad de Punta de Mata, que interconectan varios sectores de esta, los trabajos incluyen bacheo y repavimentación de un tramo de 750 m, con mezcla as",Culminado,"20","20","1072747","432310",Rehabilitación o Mejora,750,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-63.6174883969702,9.69676911625433,-0.069492321148061,"1",./0.png
"479","475",PI-2022-C-6-E-104-00037439,2022,C6,ALCALDÍA DE FERNANDO DE PEÑALVER (EDO. ANZOÁTEGUI),Oriental,Anzoátegui,Fernando De Peñalver,Puerto Píritu,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),75428.5714285714,2022/06/09,5.25,75428.5714285714,"REHABILITACION DE LA CARPETA ASFALTICA DE LA AVENIDA FERNANDO PEÑALVER, PARROQUIA PUERTO PIRITU MUNICIPIO FERNANDO PEÑALVER, ESTADO ANZOÁTEGUI.","ESTE PROYECTO COMPRENDE LA ESCARIFICACION Y COLOCACION DE 1741 TON EN  CARPETA ASFALTICA, ASI COMO TAMBIEN SU RESPECTIVA DEMARCACION Y SEÑALIZACION EN ESTA IMPORTANTE AVENIDA",Culminado,"20","20","1111081","277313",Rehabilitación o Mejora,1741,Toneladas,Si,Asfalto,"1741",heterogeneo_asf,Elementos no asfalticos,-65.0436429629543,10.061127321822,0.166062310500583,"2",./0.png
"480","476",PI-2022-C-6-E-174-00037339,2022,C6,ALCALDÍA DE MANEIRO (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Maneiro,Aguirre,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),27012.9028571429,2022/06/09,5.25,27012.9028571429,"REPAVIMENTACION CALLE FRATERNIDAD, SECTOR  LOS ROBLES MUNICIPIO MANEIRO ESTADO NUEVA ESPARTA","Reasfaltado de la vía deteriorada en la Calle Fraternidad, pasando por la entrada de la urbanización La Fundación,  con asfalto caliente e imprimación asfáltica en una área aprox. de 1104 m2 con un espesor promedio de 5 cm, para mejorar la accesibi",Culminado,"20","20","1216576","408772",Rehabilitación o Mejora,129.72,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-63.8348751915701,11.0032081823918,-0.542492613136028,"1",./0.png
"481","477",PI-2022-C-6-E-174-00037341,2022,C6,ALCALDÍA DE MANEIRO (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Maneiro,Capital Maneiro,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),79284.5238095238,2022/06/09,5.25,79284.5238095238,REPAVIMENTACION CALLE SAN MARTIN SECTOR PAMPATAR MUNICIPIO MANEIRO DEL ESTADO NUEVA ESPARTA,"Reasfaltado de la vía deteriorada en la Calle San Martin, (anteriormente llamada calle la esperanza)  en un área aproximada de 3.250 m2 con un espesor promedio de 5 cms,  ubicada en el  sector de Pampatar, con asfalto caliente e imprimación asfáltica",Culminado,"20","20","1215565","412129",Rehabilitación o Mejora,381.88,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-63.8013026011878,10.9967422770404,0.222493505719984,"2",./0.png
"482","478",PI-2022-C-6-E-228-00037370,2022,C6,ALCALDÍA DE PENÍNSULA DE MACANAO (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Península De Macanao,Capital Península De Macanao,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",36666.6666666667,2022/06/09,5.25,36666.6666666667,"REHABILITACIÓN DE VÍA PRINCIPAL BOCA DEL RÍO - GUAYACANCITO,PARROQUIA CAPITAL, MUNICIPIO PENÍNSULA DE MACANAO, DEL ESTADO NUEVA ESPARTA.","SE PRETENDE LA REHABILITACIÓN VIAL DE LA VÍA PRINCIPAL BOCA DEL RÍO GUAYACANCITO, SE DEMOLERÁN LAS  ÁREAS QUE PRESENTAN MAYOR DETERIORO, PARA LUEGO PROCEDER A SACAR LA BASE  ACONDICIONARLA  Y  LUEGO COLOCAR EL ASFALTO.",Culminado,"20","20","1210653","370051",Rehabilitación o Mejora,3189.54,Metros,Si,Asfalto,"175",heterogeneo_asf,Elementos no asfalticos,-64.1779744961637,10.9721328303026,-0.401211451877839,"1",./0.png
"483","479",PI-2022-C-6-E-228-00037371,2022,C6,ALCALDÍA DE PENÍNSULA DE MACANAO (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Península De Macanao,San Francisco,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",40114.2857142857,2022/06/09,5.25,40114.2857142857,"REHABILITACIÓN DE VÍA NACIONAL BOCA DE POZO - ROBLEDAL, PARROQUIA SAN FRANCISCO, MUNICIPIO PENÍNSULA DE MACANAO, DEL ESTADO NUEVA ESPARTA.","SE PRETENDE  LA REHABILITACIÓN VIAL DE LA VÍA NACIONAL, BOCA DE POZO - ROBLEDAL, SE DEMOLERÁN LAS ÁREAS QUE PRESENTAN MAYOR DETERIORO, PARA LUEGO PROCEDER A SACAR LA BASE ACONDICIONARLA Y LUEGO COLOCAR EL ASFALTO.",Culminado,"20","20","1219685","350314",Rehabilitación o Mejora,2202.86,Metros,Si,Asfalto,"200",heterogeneo_asf,Elementos no asfalticos,-64.377765661352,11.0117286086133,-0.350756144265803,"1",./0.png
"484","480",PI-2022-C-6-E-242-00037400,2022,C6,ALCALDÍA DE RIBERO (EDO. SUCRE),Oriental,Sucre,Ribero,Villa Frontado (Muelle De Cariaco),Vialidad,Sistemas de Vías de Acceso (calles y avenidas),40560,2022/06/09,5.25,40560,"Asfaltado en la Calle Principal de la Población de Saucedo, Municipio Ribero del Estado sucre","Este proyecto contempla la rehabilitación 500 mts de la vía principal de la población de Saucedo, se colocaran 600 toneladas de asfalto tipo iv.",Culminado,"20","20","1173838","441803",Rehabilitación o Mejora,500,Metros,Si,Asfalto Caliente Topo Iv,"500",heterogeneo_asf,Elementos no asfalticos,-63.5269785580758,10.6114804144049,-0.344233192894965,"1",./0.png
"485","481",PI-2022-C-6-E-31-00037447,2022,C6,ALCALDÍA DE ARISMENDI (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Arismendi,Capital Arismendi,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",19151.4285714286,2022/06/09,5.25,19151.4285714286,"Reparación de carpeta de rodamiento en el tramo comprendido entre el Sector Los Dos Cerros y el Sector Palo Sano, Municipio Arismendi, Estado Nueva Esparta","Reparación con mezcla asfáltica, incluye demolición de asfalto en mal estado, remoción y bote del mismo.",Culminado,"20","20","1218725","406960",Rehabilitación o Mejora,66,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-63.842297727607,11.0191125722416,-0.657543927649376,"1",./0.png
"486","482",PI-2022-C-6-E-31-00037454,2022,C6,ALCALDÍA DE ARISMENDI (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Arismendi,Capital Arismendi,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),19330.0952380952,2022/06/09,5.25,19330.0952380952,"Reparación de carpeta de rodamiento con mezcla asfáltica, vía principal Playa Guacuco, Municipio Arismendi, Estado Nueva Esparta.","Reparación del asfalto en mal estado, incluye demolición, carga y bote del asfalto en mal estado y colocación de mezcla asfáltica",Culminado,"20","20","1221331","411178",Rehabilitación o Mejora,85,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-63.8478078962466,11.0318117775677,-0.654929171928929,"1",./0.png
"487","483",PI-2022-C-6-E-31-00037475,2022,C6,ALCALDÍA DE ARISMENDI (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Arismendi,Capital Arismendi,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),18194.4761904762,2022/06/09,5.25,18194.4761904762,"Reparación de carpeta de rodamiento con mezcla asfáltica, Av. 31 de Julio, Municipio Arismendi, Estado Nueva Esparta.","Reparación con mezcla asfáltica, incluye demolición, carga y bote de asfalto en mal estado, así como también  conformación de la base",Culminado,"20","20","1222778","406422",Rehabilitación o Mejora,65,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-63.8564009380455,11.0183134750248,-0.671548759994286,"1",./0.png
"488","486",PI-2022-C-6-E-323-00037397,2022,C6,ALCALDÍA DE VILLALBA (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Villalba,Capital Villalba,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),28571.4285714286,2022/06/09,5.25,28571.4285714286,"REHABILTACION DE PAVIMENTOS CON ASFALTO FRIO DE LA AVENIDA PRINCIPAL DE SAN PEDRO PARTIENDO DESDE EL SECTOR LA SALINA, HASTA LA CALLE RIBAS CULMINANDO FRENTE AL AMBULATORIO DE SAN PEDRO DE COCHE, ISLA DE COCHE, MUNICIPIO VILLALBA, ESTADO NUEVA ESPARTA","LA ISLA DE COCHE POR SU CONDICION INSULAR DEBE SER PAVIMENTADA CON ASFALTO EN FRIO POR NO POSEER PLANTA DE ASFALTO CALIENTE. SE EJECUTARAN TRABAJOS DE ASFALTADO PARTIENDO DESDE LA SALINA EN EL SECTOR PLAYA LA PUNTA, PASANDO POR LA AVENIDA PRINCIPAL DE SA",Culminado,"20","20","1192090","391047",Rehabilitación o Mejora,1236,Metros,Si,Asfalto Frio,"124",heterogeneo_asf,Elementos no asfalticos,-63.9852956574973,10.803824749001,-0.519683859254168,"1",./0.png
"489","487",PI-2022-C-6-E-323-00037407,2022,C6,ALCALDÍA DE VILLALBA (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Villalba,Capital Villalba,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),1428.57142857143,2022/06/09,5.25,1428.57142857143,"REHABILITACION  CON ASFALTO FRIO CALLE URICA, SAN PEDRO DE COCHE, ISLA DE COCHE, MUNICIPIO VILLALBA, ESTADO NUEVA ESPARTA","REHABILITACION CON ASFALTO FRIO CALLE URICA, SAN PEDRO DE COCHE, ISLA DE COCHE, MUNICIPIO VILLALBA, ESTADO NUEVA ESPARTA. SE COLOCARAN 10 CM DE GROSOR DE ASFALTO EN FRIO PORQUE LA ISLA DE COCHE NO POSEE PLANTA DE ASFALTO CALIENTE.",Culminado,"20","20","1191688","391463",Rehabilitación o Mejora,65,Metros,Si,Asfalto Frio,"7",heterogeneo_asf,Elementos no asfalticos,-63.9937221902415,10.7851152406661,-0.916914872221859,"1",./0.png
"490","488",PI-2022-C-6-E-323-00037441,2022,C6,ALCALDÍA DE VILLALBA (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Villalba,Capital Villalba,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),5246.85714285714,2022/06/09,5.25,5246.85714285714,"REHABILITACION DE PAVIMENTO CON ASFALTO FRIO DE LA CALLE CEDEÑO DE SAN PEDRO DE COCHE, ISLA DE COCHE, MUNICIPIO VILLALBA, ESTADO NUENA ESPARTA.","LA ISLA DE COCHE CON SU CONDICION INSULAR DEBE SER PAVIMENTADA CON ASFALTO FRIO POR NO POSEER PLANTA DE ASFALTO CALIENTE. POR LO QUE SE EJECUTARA TRABAJO DE ASFALTADO EN LA CALLE CEDEÑO, COMENZANDO DESDE LA PLAZA BOLIVAR SAN PEDRO DE COCHE, HASTA EL CEN",Culminado,"20","20","1191939","390954",Rehabilitación o Mejora,227,Metros,Si,Asfalto,"13",heterogeneo_asf,Elementos no asfalticos,-63.9956689414102,10.7819259020417,-0.861034922145015,"1",./0.png
"491","489",PI-2022-C-6-E-323-00037450,2022,C6,ALCALDÍA DE VILLALBA (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Villalba,Capital Villalba,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),17142.8571428571,2022/06/09,5.25,17142.8571428571,"CONSTRUCCION DE PAVIMENTO DE CONCRETO CALLE LATERAL DEL TERMINAL DE PASAJEROS SAN PEDRO DE COCHE, ISLA DE COCHE, MUNICIPIO VILLALBA, ESTADO NUEVA ESPARTA.","CONSTRUCCION DE 360 METROS CUADRADOS DE PAVIMENTO DE CONCRETO  PARA CONSOLIDAR EL SISTEMA VIAL DEL TERMINAL DE PASAJEROS, UBICADO EN EL SECTOR VALLE SECO, SAN PEDRO DE COCHE, ISLA DE COCHE, MUNICIPIO VILLALBA, ESTADO NUEVA ESPARTA.",Culminado,"20","20","1192998","391723",Construcción Inicial,360,Metros,Si,Arena,"26",heterogeneo_asf,Elementos no asfalticos,-63.990702893834,10.7903607345527,-0.686939022608986,"1",./0.png
"492","490",PI-2022-C-7-E-340-00037828,2022,C7,GOBERNACIÓN DE ANZOÁTEGUI,Oriental,Anzoátegui,Guanta,Chorrerón,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",381971.145359019,2022/07/20,5.71,381971.145359019,Rehabilitación de la Troncal 9 Tramo Pertigalete - Límite con el estado Sucre / Municipio Guanta,Se procederá a asfaltar la vialidad haciendo una recuperación de la base ejecutando la escarificacion de la misma y colocando una nueva carpeta de rodamiento en los tramos más críticos,Culminado,"20","20","1131114","330829",Rehabilitación o Mejora,2352,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-64.563459592593,10.2324745310021,4.65225978482061,"4",./3.png
"493","491",PI-2022-C-7-E-347-00037609,2022,C7,GOBERNACIÓN DE DELTA AMACURO,Sur,Delta Amacuro,Tucupita,San José,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),89016.0427807487,2022/07/12,5.61,89016.0427807487,"BACHEO Y REPAVIMENTACION DEL TRAMO CALLE MARIÑO - TUCUPITA, PARROQUIA SAN JOSE, MUNICIPIO TUCUPITA, ESTADO BOLIVARIANO, DELTA AMACURO.","BACHEO Y REPAVIMENTACION CON MEZCLA ASFALTICA TIPO II CON MATERIAL DE CANTERA, TAMAÑO MAXIMO DE 1/2"" EN EL TRAMO CALLE MARIÑO - TUCUPITA",Culminado,"20","20","1001129","604363",Rehabilitación o Mejora,430,Metros,,,,heterogeneo_asf,Elementos no asfalticos,-62.049919961601,9.05792035276534,0.364912600301972,"2",./0.png
"494","492",PI-2022-C-7-E-352-00037618,2022,C7,GOBERNACIÓN DE MIRANDA,Central,Miranda,Páez,Paparo,Vialidad,"Sistema Vial Nacional (troncal, local, ramal y sub-ramal)",94490.4474153298,2022/07/12,5.61,94490.4474153298,"REHABILITACIÓN DE LA VIALIDAD EN LA VÍA PRINCIPAL DE SABANA DE PAPARO, DESDE EL PUNTO DE CONTROL DE LA GUARDIA NACIONAL HASTA LA ANTENA, PARROQUIA PAPARO, MUNICIPIO PÁEZ, ESTADO MIRANDA.","EL PROYECTO CONSISTE EN LA ADQUISICIÓN DE MEZCLA ASFÁLTICA Y MATERIALES DE TRABAJO Y SEGURIDAD, PARA REHABILITAR LA VÍA PRINCIPAL DE SABANA DE PAPARO, DESDE EL PUNTO DE CONTROL DE LA GUARDIA NACIONAL HASTA LA ANTENA, PARROQUIA PAPARO, UBICADA EN EL MU",Culminado,"20","20","1144465","172898",Rehabilitación o Mejora,1800,Metros,Si,Carretilla Caucho De Goma,"6",heterogeneo_asf,Elementos no asfalticos,-65.9901162393011,10.335137137981,0.445029563926854,"2",./0.png
"495","493",PI-2022-C-7-E-353-00037594,2022,C7,GOBERNACIÓN DE MONAGAS,Oriental,Monagas,Bolívar,Bolívar,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),178253.11942959,2022/07/12,5.61,178253.11942959,"Rehabilitación de base, perfilamiento de talud en la Troncal 10, desde el sector caripito hasta el sector río bonito, Municipio Bolívar , Estado Monagas",Suministro y colocación de 1.600 m3 de material granular para el mejoramiento de base de terraplén y estabilización de talud,Culminado,"20","20","1118876","488837",Rehabilitación o Mejora,1600,Metros,Si,Material Granulado,"1600",heterogeneo_asf,Elementos no asfalticos,-63.0918666441143,10.1347463279116,1.6708817606202,"2",./1.png
"496","494",PI-2022-C-8-E-271-00037789,2022,C8,ALCALDÍA DE SANTA MARÍA DE IPIRE (EDO. GUÁRICO),Los LLanos,Guárico,Santa María De Ipire,Santa María De Ipire,Vialidad,Rural,58303.8869257951,2022/07/14,5.66,58303.8869257951,"Rehabilitación de la vialidad  agrícola principal del sector Laguna Grande municipio Santa María de Ipire, Estado Guárico","Conformación de 24 kilómetros de vialidad agrícola utilizando patrol en su totalidad, construcción de cunetas y aliviaderos para el drenaje de agua con retroexcavadora, movilización en volteos de 100 metros cúbicos de granza para la conformación",Culminado,"20","20","983742","248290",Rehabilitación o Mejora,24000,Metros,Si,Granza,"100",heterogeneo_asf,Elementos no asfalticos,-65.3165007341449,8.83027535791633,-0.08455448109168,"1",./0.png
"497","504",PI-2023-C-10-E-280-00039594,2023,C10,ALCALDÍA DE SIMÓN BOLÍVAR (EDO. ANZOÁTEGUI),Oriental,Anzoátegui,Simón Bolívar,El Carmen,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),106775.510204082,2023/06/09,26.95,106775.510204082,"REHABILITACION INTEGRAL EN LA INTERSECION COMPRENDIDA ENTRE LA AVENIDA ROTARY Y AVENIDA RAUL LEONI DE TRONCONAL, PARROQUIA EL CARMEN, MUNICIPIO SIMON BOLIVAR DEL ESTADO ANZOATEGUI","
RECUPERACION DE 345 METROS CUADRADOS DE PAVIMENTO RIGIDO, EMPLEANDO PAVI45 Y  REHABILITACION DE 14,00 METROS LINEALES DE ALCANTARILLADO",Culminado,"20","20","1124353","316189",Rehabilitación o Mejora,345,m2,Si,"Cemento Gris De 42,5k Sco","100",heterogeneo_asf,Elementos no asfalticos,-64.6778058060498,10.1672002347798,0.624819329988082,"2",./1.png
"498","495",PI-2022-C-8-E-278-00037777,2022,C8,ALCALDÍA DE SIFONTES (EDO. BOLÍVAR),Sur,Bolívar,Sifontes,Sección Capital Sifontes,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),107862.192579505,2022/07/14,5.66,107862.192579505,"Rehabilitación y mejoras de la Calle El Dorado de Tumeremo (Tramo entrada La Frontera hasta Transito Terrestre), parroquia sección Capital, municipio Sifontes, estado Bolívar","Comprende la intervención de la calle El Dorado sector Troncal 10, para mejorar el tránsito vehicular mediante el transporte y colocación de 435 toneladas de asfalto en caliente tipo II (bacheo y carpeta corrida)",Culminado,"20","20","806271","664440",Rehabilitación o Mejora,435,Toneladas,,,,heterogeneo_asf,Elementos no asfalticos,-61.5107897011691,7.30971608219056,0.640722738332007,"2",./1.png
"499","496",PI-2022-C-8-E-90-00037816,2022,C8,ALCALDÍA DE DÍAZ (EDO. NUEVA ESPARTA),Oriental,Nueva Esparta,Díaz,Capital Díaz,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),117679.328621908,2022/07/14,5.66,117679.328621908,"Rehabilitacion vial del tramo entre las progresivas 4+250 - 4+500 de la carretera nacional San Juan Bautista, parroquia San Juan, municipio Diaz, estado Nueva Esparta","La carretera nacional San Juan Bautista es la principal via del municipio motivado a que conecta las diferentes poblaciones que las conforman, por el pasar del tiempo presenta hundimientos y desgaste de la carpeta asfaltica, por lo que se plantea el tran",Culminado,"20","20","1214124","392956",Rehabilitación o Mejora,250,Metros,Si,Suministro En Boca De Planta De Mezcla Asfaltica En Caliente Tipo Iii,"575",heterogeneo_asf,Elementos no asfalticos,-63.9797137862577,10.9821581222553,0.784394823921255,"2",./1.png
"500","497",PI-2022-C-9-E-105-00037980,2022,C9,ALCALDÍA DE FRANCISCO DE MIRANDA (EDO. ANZOÁTEGUI),Oriental,Anzoátegui,Francisco De Miranda,Pariaguán,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),11387.5838926174,2022/08/16,5.96,11387.5838926174,"BACHEO EN LA CALLE URDANETA DEL SECTOR EL MEREY II, PARIAGUÁN, MUNICIPIO FRANCISCO DE MIRANDA, ESTADO ANZOÁTEGUI.","CONSISTE REHABILITAR 260 M2 DE VIALIDAD EN LA CALLE URDANETA, APLICANDO, MEZCLA ASFÁLTICA EN CALIENTE TIPO BAC-1. ADEMAS DE LA CONFORMACIÓN Y NIVELACIÓN CON EQUIPO DE BACHEO Y LA LIMPIEZA DE LAS CUNETAS Y CALLE, UBICADO EN EL SECTOR EL MEREY II, PARIA",Culminado,"20","20","977900","311496",Rehabilitación o Mejora,260,m2,Si,Mezcla Asfaltica Tipo Bac-1 (Tn),"60",bacheo,Elementos no asfalticos,-64.7137437649002,8.84276341063958,-0.771166449775775,"1",./0.png
"501","498",PI-2022-C-9-E-105-00038112,2022,C9,ALCALDÍA DE FRANCISCO DE MIRANDA (EDO. ANZOÁTEGUI),Oriental,Anzoátegui,Francisco De Miranda,Pariaguán,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),12516.7785234899,2022/08/16,5.96,12516.7785234899,"BACHEO EN LA CALLE FREITES DEL SECTOR CASCO CENTRAL, PARIAGUAN, MUNICIPIO FRANCISCO DE MIRANDA, ESTADO ANZOATEGUI.","CONSISTE EN REHABILITAR LA VIALIDAD EN UN AREA DE 288 M2 EN LA CALLE FREITES CON LA APLICACION DE MEZCLA ASFÁLTICA EN CALIENTE TIPO BAC-1, ADEMAS DEL SANEAMIENTO DEL ÁREA A TRATAR CON EQUIPOS MANUALES Y MECÁNICOS, A LA ALTURA DEL PARQUE EL BOLSILLO, U",Culminado,"20","20","977272","310844",Rehabilitación o Mejora,288,m2,Si,Mezcla Asfaltica Tipo Bac-1,"80",bacheo,Elementos no asfalticos,-64.7205441863072,8.83709049564962,-0.754640881936753,"1",./0.png
"502","499",PI-2022-C-9-E-105-00038135,2022,C9,ALCALDÍA DE FRANCISCO DE MIRANDA (EDO. ANZOÁTEGUI),Oriental,Anzoátegui,Francisco De Miranda,Pariaguán,Vialidad,Sistemas de Vías de Acceso (calles y avenidas),11409.3959731544,2022/08/16,5.96,11409.3959731544,"BACHEO EN LA CALLE 19 DE ABRIL DEL SECTOR EL MEREY II, PARIAGUÁN, MUNICIPIO FRANCISCO DE MIRANDA, ESTADO ANZOÁTEGUI.
","CONSISTE REHABILITAR UN ÁREA DE 260 M2 DE VIALIDAD EN LA CALLE 19 DE ABRIL, APLICANDO MEZCLA ASFÁLTICA EN CALIENTE TIPO BAC-1. ADEMAS DE LA CONFORMACIÓN Y NIVELACIÓN CON EQUIPO DE BACHEO Y LA LIMPIEZA DE LAS CUNETAS Y CALLE, UBICADO EN EL SECTOR EL M",Culminado,"20","20","977931","311324",Rehabilitación o Mejora,260,m2,Si,Mezcla Asfaltica Tipo Bac-1 (Tn),"60",bacheo,Elementos no asfalticos,-64.7156002659801,8.84321601851357,-0.77084723375511,"1",./0.png
"503","500",PI-2022-C-9-E-186-00037946,2022,C9,ALCALDÍA DE MEJÍA (EDO. SUCRE),Oriental,Sucre,Mejía,Capital Mejía,Vialidad,Rural,19664.4295302013,2022/08/16,5.96,19664.4295302013,"REHABILITACIÓN INTEGRAL DE LA VIALIDAD RURAL PERICANTAR-CHUARAL, MUNICIPIO MEJÍA, DEL ESTADO SUCRE.","LA PRESENTE OBRA TIENE COMO FINALIDAD ADECUAR LA VIALIDAD RURAL QUE COMPRENDE EL TRAMO PERICANTAR-CHUARAL DEL MUNICIPIO MEJÍA,ESTADO SUCRE, MEDIANTE TRABAJOS DE REPLANTEO, EXCAVACIÓN, RELLENO Y COMPACTACION, CONSTRUCCIÓN DE MUROS DE GAVIONES Y CICLOPE",Culminado,"20","20","1142580","409038",Rehabilitación o Mejora,380,m2,Si,Malla Electrosoldada #4 100 Mts,"2",heterogeneo_asf,Elementos no asfalticos,-63.7635961428818,10.4512229759153,-0.650036247472814,"1",./0.png
